Lot Number,Image,Address,Town,Postcode,Description,Guide Price,Price,Auctioneer,Auction Date,Lease Details,Vendor
239,https://www.eigroup.co.uk/files/57/21129/c5c350e9-5ea1-4aa1-ab0c-b334794d94eb.jpg,"406, 406A, 406B & 406C High Street, Lincoln, Lincolnshire, LN5 7TE", Lincolnshire, LN5 7TE,Freehold Terrace Building Three Floor Arranged As Ground Floor Retail Unit/s Let Residential Upper Part Two Self-Contained Maisonette & Detached Coach House Assured Shorthold Tenancy,"£300,000 to £325,000",300000,Allsop Residential,26 March 2015,"5 Yr, commencing 06/10/2012 00:00:00 (FRI)",
240,https://www.eigroup.co.uk/files/57/21129/a0417e13-962e-412d-8981-5a3d9c7be5cd.jpg,"1 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained Ground Floor Flat Three Room(s) Vacant,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
241,https://www.eigroup.co.uk/files/57/21129/b7a56cce-b4da-4333-aecb-63516ebbb10f.jpg,"2 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained 1st Floor Flat Three Room(s) Vacant,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
242,https://www.eigroup.co.uk/files/57/21129/2c4dc595-b6d8-4556-9b20-a5747d2e14ba.jpg,"3 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained Ground Floor Flat Two Bedroom Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
243,https://www.eigroup.co.uk/files/57/21129/6613d054-edf1-4261-94e9-574fa68e2f54.jpg,"4 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained 1st Floor Flat Two Bedroom Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
244,https://www.eigroup.co.uk/files/57/21129/c3f28a81-7f6f-46ae-9dce-925bfafc3f64.jpg,"5 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained Ground Floor Flat Two Bedroom Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
245,https://www.eigroup.co.uk/files/57/21129/36222d6a-acbe-4f4b-b006-17dff64adc90.jpg,"6 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained 1st Floor Flat Two Bedroom Vacant,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
246,https://www.eigroup.co.uk/files/57/21129/784b984e-e429-49ab-9a45-d2c3250fd4c4.jpg,"7 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained Ground Floor Flat Three Room(s) Vacant,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
247,https://www.eigroup.co.uk/files/57/21129/6824e8d0-c867-4461-b595-1dde41f2b177.jpg,"8 Hallfold Court, Spodden Fold, Whitworth, Rochdale, Lancashire, OL12 8TR", Lancashire, OL12 8TR,Leasehold Self-Contained 1st Floor Flat Three Room(s) Vacant,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"250 Yr, commencing 14/12/2007 00:00:00",Receiver
248,https://www.eigroup.co.uk/files/57/21129/10d8d4ce-e014-4b02-9adf-5eea7c7f97ea.jpg,"89 Claremont Road, Wavertree, Liverpool, Merseyside, L15 3HJ", Merseyside, L15 3HJ,Freehold Terrace House Two Floor 5 Room(s) Assured Shorthold Tenancy,"£110,000 Plus",110000,Allsop Residential,26 March 2015,,
249,https://www.eigroup.co.uk/files/57/21129/3563366d-7b71-447c-a04f-9dd78c4e0a6f.jpg,"109 Kenmare Road, Liverpool, Merseyside, L15 3HQ", Merseyside, L15 3HQ,Freehold Terrace House Two Floor 6 Room(s) Assured Shorthold Tenancy,"£125,000 Plus",125000,Allsop Residential,26 March 2015,,
250,https://www.eigroup.co.uk/files/57/21129/0d7112e6-af1d-46d3-ab1f-f507fc079476.jpg,"Land at Brighton Road, Newhaven, East Sussex, BN9 9NA", East Sussex, BN9 9NA,Freehold Land 5.15 Acre Development Potential Subject to Planning Permission Vacant,"£225,000 to £250,000",225000,Allsop Residential,26 March 2015,,BNP Paribas (Receivers)
251,https://www.eigroup.co.uk/files/57/21129/03ea5385-92fa-40ab-ab7c-44756438f9b1.jpg,"Land at Poitiers Road, Coventry, West Midlands, CV3 5JX", West Midlands, CV3 5JX,Land,Withdrawn Prior,,Allsop Residential,26 March 2015,,
252,https://www.eigroup.co.uk/files/57/21129/e4a39353-5597-4e14-9cfc-980df7087f52.jpg,"Land at Ffynnon Wen, Clydach, Swansea, West Glamorgan, SA6 5EQ", West Glamorgan, SA6 5EQ,Freehold Two Parcels Land Planning Permission 13 Terrace House Vacant,No Reserve,,Allsop Residential,26 March 2015,,
254,https://www.eigroup.co.uk/files/57/21129/e64ce890-d80c-4fbf-9b5e-5f2c7e9f720f.jpg,"Flat 7, The Haven, 39-49 Athelstan Road, Margate, Kent, CT9 2BE", Kent, CT9 2BE,Leasehold Self-Contained Lower Ground Floor Flat One Bedroom Assured Shorthold Tenancy,"£30,000 to £35,000",30000,Allsop Residential,26 March 2015,"99 Yr, commencing 11/03/1974 00:00:00 (GR.£15.PA.)",Joint Fixed Charge Receivers
255,https://www.eigroup.co.uk/files/57/21129/e1337aec-042b-4afc-b01d-784396bd04bb.jpg,"Flat 14C, Hereward House, Gordon Road, Cliftonville, Margate, Kent, CT9 2DN", Kent, CT9 2DN,Leasehold Self-Contained 2nd Floor & Attic Floor Flat Two Bedroom Assured Shorthold Tenancy,"£31,000 to £36,000",31000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/01/1989 00:00:00 (GR.£50.PA.)",Joint Fixed Charge Receivers
256,https://www.eigroup.co.uk/files/57/21129/16b645d7-a5e9-481a-b4b4-8b6e11b5d62e.jpg,"Flat 11, Barmouth Court, Cromer Place, Ingol, Preston, Lancashire, PR2 3XR", Lancashire, PR2 3XR,Leasehold Self-Contained Purpose Built 2nd Floor Flat One Bedroom Communal Gardens Vacant,"£15,000 Plus",15000,Allsop Residential,26 March 2015,"125 Yr, commencing 28/11/2012 00:00:00 (GR.£12.PA.)",
257,https://www.eigroup.co.uk/files/57/21129/c42cb391-1fa6-4a56-ad61-a6e4beb19c17.jpg,"Apartment 8, Queens Court, Lloyd Road, Manchester, Lancashire, M19 2QB", Lancashire, M19 2QB,Leasehold Self-Contained Purpose Built 1st Floor Flat Three Bedroom Assured Shorthold Tenancy,"£55,000 Plus",55000,Allsop Residential,26 March 2015,,Receiver
258,https://www.eigroup.co.uk/files/57/21129/0210b3ca-3857-44c9-a666-88e938504fb4.jpg,"209 Trinity One, East Street, Leeds, West Yorkshire, LS9 8AE", West Yorkshire, LS9 8AE,Leasehold Self-Contained Purpose Built 2nd Floor Flat Two Bedroom Vacant,"£100,000 Plus",100000,Allsop Residential,26 March 2015,,Receiver
259,https://www.eigroup.co.uk/files/57/21129/47056b0e-fba4-4d6f-ace0-b30c7465fa66.jpg,"31 Erskine Park, Ballyclare, County Antrim, BT39 9BY", County Antrim, BT39 9BY,Freehold Terrace House Three Room(s) Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,,Joint Fixed Charge Receivers
260,https://www.eigroup.co.uk/files/57/21129/efd1fa1b-ad9e-4cac-8ccb-3edb3b1d55e6.jpg,"7 Braden Heights, Newtownabbey, County Antrim, BT37 9BB", County Antrim, BT37 9BB,Leasehold Self-Contained Purpose Built 1st Floor Flat Three Room(s) Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"9850 Yr, commencing 01/04/2001 00:00:00 (GR.£100.PA.)",
261,https://www.eigroup.co.uk/files/57/21129/a8fb8fd9-cfe9-42bb-b4f1-5a971ae6d59e.jpg,"Flat 3, 7-11 Norfolk Road, Cliftonville, Margate, Kent, CT9 2HU", Kent, CT9 2HU,Leasehold Self-Contained Flat One Bedroom Assured Shorthold Tenancy,"£29,000 to £34,000",29000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/01/1989 00:00:00 (GR.£50.PA.)",Joint Fixed Charge Receivers
262,https://www.eigroup.co.uk/files/57/21129/1a10300b-b818-4851-bf7f-6a205cfa7560.jpg,"Flat 5, Norfolk Court, 7-13 Norfolk Road, Cliftonville, Margate, Kent, CT9 2HU", Kent, CT9 2HU,Leasehold Self-Contained Flat One Bedroom Assured Shorthold Tenancy,"£29,000 to £34,000",29000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/01/1989 00:00:00 (GR.£50.PA.)",
263,https://www.eigroup.co.uk/files/57/21129/369c76ba-08bb-4427-9db4-33071ef7afe3.jpg,"Land at Linden Close, Tadworth, Surrey, KT20 5UT", Surrey, KT20 5UT,Freehold Land 1.07 Acre Vacant,"£2,000 Plus",2000,Allsop Residential,26 March 2015,,Tilco Ltd
264,https://www.eigroup.co.uk/files/57/21129/5626b224-e5f9-4918-8b0d-a8b1f65b23a0.jpg,"557 Hywel Road, Haverfordwest, Dyfed, SA61 2TJ", Dyfed, SA61 2TJ,Freehold Semi-Detached House Two Floor 4 Room(s) Yards Vacant,"£40,000 Plus",40000,Allsop Residential,26 March 2015,,Mortgagee(s)
265,https://www.eigroup.co.uk/files/57/21129/80b7ca3f-4c88-4245-b928-f1bd0a4a5e15.jpg,"65 Seager Drive, Cardiff, South Glamorgan, CF11 7FD", South Glamorgan, CF11 7FD,Leasehold Self-Contained Purpose Built Ground Floor Flat Three Room(s) Garage/s Vacant,"£85,000 Plus",85000,Allsop Residential,26 March 2015,"999 Yr, commencing 01/06/2004 00:00:00 (GR.£105.PA.)",Mortgagee(s)
266,https://www.eigroup.co.uk/files/57/21129/22391bf5-5ba2-4cc0-83fe-3e29dcc74c15.jpg,"Plot 55, 45 Riverside Exchange, Sheffield, South Yorkshire, S3 8NR", South Yorkshire, S3 8NR,Leasehold Self-Contained Purpose Built 5th Floor Flat Two Bedroom Vacant,"£100,000 Plus",100000,Allsop Residential,26 March 2015,,Receiver
267,https://www.eigroup.co.uk/files/57/21129/b414d789-ac5a-4c45-a821-f406c55e2018.jpg,"7 Vermont Villas, Vermont Street, Hull, North Humberside, HU5 1NQ", North Humberside, HU5 1NQ,Freehold Terrace House Two Bedroom Vacant,"£45,000 to £50,000",45000,Allsop Residential,26 March 2015,,Mortgagee(s)
268,https://www.eigroup.co.uk/files/57/21129/448c84cb-9f59-406d-b695-b4b63ad79147.jpg,"Apartment 1, 38 Corn Street, Bristol, Avon, BS1 1HT", Avon, BS1 1HT,Leasehold Self-Contained Studio Flat Vacant,"£70,000 Plus",70000,Allsop Residential,26 March 2015,,Receiver
269,https://www.eigroup.co.uk/files/57/21129/e8128cd7-55cf-4206-beda-b258da759847.jpg,"20 Alfred Road, Prenton, Merseyside, CH43 4TX", Merseyside, CH43 4TX,Freehold Semi-Detached Building Arranged As 6 Bed Sit & Studio Flat Garden Tenanted,"£105,000 to £115,000",105000,Allsop Residential,26 March 2015,"2 Yr, commencing 21/08/2012 00:00:00",Joint Fixed Charge Receivers
270,https://www.eigroup.co.uk/files/57/21129/888c0718-3c4f-4862-b9c6-55a28d9cff10.jpg,"24 Blackpool Street, Burton-on-Trent, Staffordshire, DE14 3AL", Staffordshire, DE14 3AL,Freehold Terrace House Two Bedroom Tenanted,"£55,000 to £65,000",55000,Allsop Residential,26 March 2015,,Joint Fixed Charge Receivers
271,https://www.eigroup.co.uk/files/57/21129/a46f6752-a9f1-4a90-ad5e-228b25041448.jpg,"9 Rosemount Avenue, Londonderry, County Londonderry, BT48 0HQ", County Londonderry, BT48 0HQ,Freehold Terrace House Three Floor 6 Room(s) Yards Vacant,"£45,000 Plus",45000,Allsop Residential,26 March 2015,,Mortgagee(s)
272,https://www.eigroup.co.uk/files/57/21129/f25fcc17-d1ca-4926-9b5d-fa9f54e94c1d.jpg,"Unit 1, Wood Farm Buildings, Reepham Road, Bawdeswell, Dereham, Norfolk, NR20 4RX", Norfolk, NR20 4RX,Freehold Site 0.314 Acre Arranged As Barn Out Building & Workshop & Store Room(s) Development Potential Subject to Planning Permission Let,"£80,000 Plus",80000,Allsop Residential,26 March 2015,,Mortgagee(s)
273,https://www.eigroup.co.uk/files/57/21129/f1fdee26-0487-4695-a505-40ab96a2bb25.jpg,"Apartment 27, St. George Building, 60 Great George Street, Leeds, West Yorkshire, LS1 3DL", West Yorkshire, LS1 3DL,Leasehold Self-Contained Purpose Built 3rd Floor Flat Two Room(s) Vacant,"£90,000 Plus",90000,Allsop Residential,26 March 2015,"150 Yr, commencing 28/10/2004 00:00:00 (GR.£150.PA.)",Mortgagee(s)
274,https://www.eigroup.co.uk/files/57/21129/3539e654-639d-49b8-890f-735c4c700b53.jpg,"216 Wellington Street, Grimsby, South Humberside, DN32 7JN", South Humberside, DN32 7JN,Freehold Terrace House Two Floor 6 Room(s) Yards Garden Vacant,"£20,000 Plus",20000,Allsop Residential,26 March 2015,,Mortgagee(s)
275,https://www.eigroup.co.uk/files/57/21129/c4c46ced-cecd-433f-8188-87b99f553371.jpg,"184 Mersey Street, Hull, North Humberside, HU8 8SE", North Humberside, HU8 8SE,Freehold End of Terrace House Three Bedroom Vacant,"£30,000 to £35,000",30000,Allsop Residential,26 March 2015,,Mortgagee(s)
276,https://www.eigroup.co.uk/files/57/21129/a28af13d-f8db-45d2-a800-6fdfc520544f.jpg,"8 Egton Villas, Egton Street, Hull, North Humberside, HU8 7HT", North Humberside, HU8 7HT,Freehold End of Terrace House Three Bedroom Vacant,"£40,000 to £45,000",40000,Allsop Residential,26 March 2015,,Mortgagee(s)
277,https://www.eigroup.co.uk/files/57/21129/70058612-342e-418b-a34e-4f36170d6efc.jpg,"Flat 11, Crusader House, 12 St. Stephens Street, Bristol, Avon, BS1 1EL", Avon, BS1 1EL,Leasehold Self-Contained Purpose Built 3rd Floor Flat Two Room(s) Vacant,"£60,000 Plus",60000,Allsop Residential,26 March 2015,"125 Yr, commencing 25/03/2005 00:00:00 (GR.£200.PA.)",Receiver
278,https://www.eigroup.co.uk/files/57/21129/4a1a9eb2-3202-4c9f-a577-ff9049237c4a.jpg,"Flat 12, Crusader House, 12 St. Stephens Street, Bristol, Avon, BS1 1EL", Avon, BS1 1EL,Leasehold Self-Contained Purpose Built 3rd Floor Flat Two Room(s) Vacant,"£60,000 Plus",60000,Allsop Residential,26 March 2015,"125 Yr, commencing 25/03/2005 00:00:00 (GR.£200.PA.)",Receiver
1,https://www.eigroup.co.uk/files/646/21211/53881424-c5b1-4bde-b370-d7e06518b671.jpg,"18 North End, Bedale, North Yorkshire, DL8 1AD", North Yorkshire, DL8 1AD,Freehold Building Three Floor Arranged As Ground Floor Bank 2115 Square Feet Upper Part Office Total 1605 Square Feet Garden Garage/s & Substation Let,"£400,000",400000,Acuitus,26 March 2015,,
2,https://www.eigroup.co.uk/files/646/21211/d67b4a40-6938-41d5-afd2-7f4f1ee9e754.jpg,"53-55 South Street, Romford, Essex, RM1 1NL", Essex, RM1 1NL,Freehold Ground Floor Retail Unit/s Upper Part Retail / Ancillary Accommodation Total 3507 Square Feet Let,"£550,000",550000,Acuitus,26 March 2015,"5 Yr, commencing 25/12/2014 00:00:00 (FRI.)",Joint Fixed Charge Receivers
3,https://www.eigroup.co.uk/files/646/21211/925fe1c7-789a-421b-b296-35b5fa7addb4.jpg,"174 High Street, Ryde, Isle of Wight, PO33 2HW", Isle of Wight, PO33 2HW,Freehold Double Fronted Ground Floor Retail Unit/s Upper Part Ancillary / Store Accommodation Total 3233 Square Feet Let,"£310,000",310000,Acuitus,26 March 2015,"15 Yr, commencing 19/12/2013 00:00:00 (FRI.)",Joint Fixed Charge Receivers
4,https://www.eigroup.co.uk/files/646/21211/585ce536-7675-4944-a5b0-5f8008231edd.jpg,"14 St. Sampsons Square, York, North Yorkshire, YO1 8RR", North Yorkshire, YO1 8RR,Freehold Building 4 Floor Arranged As Ground Floor Retail Unit/s Upper Part Office & Basement Ancillary Total 1428 Square Feet Let,"£540,000",540000,Acuitus,26 March 2015,"15 Yr, commencing 19/11/2010 00:00:00 (FRI.)",
5,https://www.eigroup.co.uk/files/646/21211/9ee61f24-b620-4362-b9d0-5b947f90c0bf.jpg,"Kwik-Fit, Long Street, Thirsk, North Yorkshire, YO7 1AW", North Yorkshire, YO7 1AW,Freehold Workshop / Warehouse & Garage Unit/s Two Floor Total 3460 Square Feet on Site 0.31 Acre Let,"£490,000 Plus",490000,Acuitus,26 March 2015,"25 Yr, commencing 20/03/2007 00:00:00 (FRI.)",
6,https://www.eigroup.co.uk/files/646/21211/6310f4e5-9f33-42ef-937c-95163d6d85f9.jpg,"109-110 Western Road, Brighton, East Sussex, BN1 2AA", East Sussex, BN1 2AA,Freehold Building 4 Floor Arranged As Three Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 2575 Square Feet Let & Three Self-Contained Flat Vacant,"£1,200,000 to £1,300,000",1200000,Acuitus,26 March 2015,,Joint LPA Receivers
7,https://www.eigroup.co.uk/files/646/21211/eff60644-ff75-47fd-b5b8-d532c37a17fa.jpg,"New Look, 35-40 Friary Walk, Worcester, Worcestershire, WR1 3LE", Worcestershire, WR1 3LE,Long Leasehold Ground Floor Retail Unit/s Upper Part Store Total 32357 Square Feet Let,"£3,000,000",3000000,Acuitus,26 March 2015,"10 Yr, commencing 25/12/2016 00:00:00 (FRI.)",A Major Fund
8,https://www.eigroup.co.uk/files/646/21211/88241e82-e3f7-4e36-badc-6e6bb67f0538.jpg,"4 Market Place & 1-3A High Causeway, Whittlesey, Peterborough, Cambridgeshire, PE7 1AF", Cambridgeshire, PE7 1AF,Freehold Ground Floor Bank & Self-Contained Retail Unit/s Upper Part Ancillary Accommodation Total 2985 Square Feet Let,"£350,000",350000,Acuitus,26 March 2015,,
9,https://www.eigroup.co.uk/files/646/21211/64b77977-46f6-443d-a6e6-495e6d817079.jpg,"2-3 High Street, Rugby, Warwickshire, CV21 3BG", Warwickshire, CV21 3BG,Freehold Ground Floor Retail / Restaurant Unit/s Total 3311 Square Feet Let,"£750,000 to £775,000",750000,Acuitus,26 March 2015,"20 Yr, commencing 17/11/2014 00:00:00 (FRI.)",
10,https://www.eigroup.co.uk/files/646/21211/0006837c-fa5b-4ea3-b0e0-624d5ba970a4.jpg,"Jewson Ltd, Deacon Road, Lincoln, Lincolnshire, LN2 4LB", Lincolnshire, LN2 4LB,Virtual Freehold Trade Counter Total 27913 Square Feet Let,"£800,000",800000,Acuitus,26 March 2015,"25 Yr, commencing 24/08/1993 00:00:00 (FRI.)",LaSalle Investment Management
11,https://www.eigroup.co.uk/files/646/21211/1032f9ee-4e18-4900-975d-fb9f4af30aca.jpg,"61 Sandgate Road, Folkestone, Kent, CT20 1RY", Kent, CT20 1RY,Freehold Building 4 Floor Arranged As Ground Floor Retail Unit/s 1st Floor Office Let & Residential Upper Part 2nd / 3rd Floor Arranged As Two Self-Contained Flat Assured Shorthold Tenancy,"£585,000",585000,Acuitus,26 March 2015,,
12,https://www.eigroup.co.uk/files/646/21211/9a9f6d7d-b30b-40cd-b55b-0f9b16bb3764.jpg,"35 Walm Lane, Cricklewood, London, NW2 5SH", London, NW2 5SH,Freehold 8 Ground Floor Retail Unit/s Arranged As Two Unit/s Residential Upper Part Two Floor Arranged As Two Self-Contained Flat Let,"£1,500,000",1500000,Acuitus,26 March 2015,"80 Yr, commencing 24/06/1937 00:00:00 (FRI.)",
13,https://www.eigroup.co.uk/files/646/21211/b76a478d-ee70-4a1d-863c-c9722640be5d.jpg,"208/212 High Street, Orpington, Kent, BR6 0JN", Kent, BR6 0JN,Freehold Ground Floor Retail Unit/s Upper Part Two Floor Arranged As Ancillary Accommodation Total 17403 Square Feet Let,"£1,500,000",1500000,Acuitus,26 March 2015,"10 Yr, commencing 15/08/2011 00:00:00 (FRI.)",A Major Fund
14,https://www.eigroup.co.uk/files/646/21211/1ea6cff3-a0fe-48bb-8a74-db40991d8596.jpg,"19/20 Blandford Street, Sunderland, Tyne and Wear, SR1 3JP", Tyne and Wear, SR1 3JP,Freehold Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 5349 Square Feet Let,"£700,000 Plus",700000,Acuitus,26 March 2015,,Heron Foods
15,https://www.eigroup.co.uk/files/646/21211/dd2076c2-c33c-4052-b3c5-4de96d03dead.jpg,"43/49 High Street, Margate, Kent, CT9 1DX", Kent, CT9 1DX,Virtual Freehold Ground Floor Restaurant & Basement Ancillary Accommodation Total 3810 Square Feet Let,"£450,000",450000,Acuitus,26 March 2015,"20 Yr, commencing 17/11/2003 00:00:00 (FRI.)",
16,https://www.eigroup.co.uk/files/646/21211/732c610e-13de-498c-99c1-34fe3ed31652.jpg,"500/508 High Road, Tottenham, London, N17 9JF", London, N17 9JF,Two Adjoining Building Arranged As Three Retail Unit/s & Self-Contained Upper Part Total 18975 Square Feet Let,"£1,650,000",1650000,Acuitus,26 March 2015,,
17,https://www.eigroup.co.uk/files/646/21211/87bacb65-3464-48ed-9bf1-5d0649b584aa.jpg,"Kwik-Fit, 503 Wells Road, Bristol, Avon, BS14 9AL", Avon, BS14 9AL,Freehold Single Storey Garage / Workshop Total 3143 Square Feet & Site 0.24 Acre Let,"£460,000 Plus",460000,Acuitus,26 March 2015,"25 Yr, commencing 20/03/2007 00:00:00 (FRI.)",
18,https://www.eigroup.co.uk/files/646/21211/8efe04ec-c581-4957-8ccb-49bef9c30b45.jpg,"13 Newborough, Scarborough, North Yorkshire, YO11 1NA", North Yorkshire, YO11 1NA,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 1152 Square Feet Let,"£380,000",380000,Acuitus,26 March 2015,"10 Yr, commencing 01/12/2014 00:00:00 (FRI.)",
19,https://www.eigroup.co.uk/files/646/21211/9ee76de3-c774-49f3-a30e-bf3284d77d1f.jpg,"40 Yorkshire Street, Rochdale, Lancashire, OL16 1JN", Lancashire, OL16 1JN,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 2452 Square Feet Let,"£350,000",350000,Acuitus,26 March 2015,"10 Yr, commencing 27/11/2014 00:00:00 (FRI.)",A Major Fund
